	GeneIndex	Name
21046	21040	hrasls1
21046	21040	a-c1
21046	21040	pla/at1
21046	21040	plaat-1
21047	21041	mgc2889
21048	21042	atp13a5
21048	21042	flj16025
21049	21043	atp13a4
21049	21043	dkfzp761i1011
21049	21043	flj37958
21050	21044	opa1
21050	21044	ntg
21050	21044	kiaa0567
21050	21044	flj12460
21050	21044	npg
21050	21044	mgm1
21051	21045	opa1-as1
21052	21046	ak091265
21053	21047	loc647323
21054	21048	dppa2p3
21055	21049	bc038368
21056	21050	hes1
21056	21050	hry
21056	21050	flj20408
21056	21050	hes-1
21056	21050	bhlhb39
21057	21051	linc00887
21057	21051	linc-atp13a4-8
21057	21051	heircc
21058	21052	cyp11b2
21058	21052	cyp11b
21058	21052	cyp11bl
21058	21052	cpn2
21058	21052	p-450c18
21058	21052	p450aldo
21058	21052	aldos
21059	21053	lrrc15
21059	21053	lib
21060	21054	gp5
21060	21054	cd42d
21061	21055	atp13a3
21061	21055	afurs1
21062	21056	atp13a3-dt
21062	21056	linc00884
21063	21057	ax746839
21064	21058	u6_35
21065	21059	tmem44-as1
21066	21060	tmem44
21066	21060	dkfzp686o18124
21067	21061	lsg1
21067	21061	flj11301
21068	21062	fam43a
21068	21062	flj90022
21069	21063	loc100507391
21070	21064	xxylt1
21070	21064	c3orf21
21070	21064	flj35155
21071	21065	mi0014160
21072	21066	xxylt1-as2
21073	21067	acap2
21073	21067	centb2
21073	21067	kiaa0041
21073	21067	cnt-b2
21074	21068	ppp1r2
21074	21068	ipp2
21074	21068	ppp1r2a
21075	21069	u6atac_6
21076	21070	apod
21076	21070	apo-d
21077	21071	bc044310
21078	21072	bc053580
21079	21073	sdhap2
21079	21073	sdhal2
21079	21073	sdhalp2
21080	21074	mi0003577
21081	21075	bc144457
21082	21076	ak128346
21083	21077	muc20
21083	21077	flj14408
21083	21077	kiaa1359
21084	21078	muc20
21084	21078	flj14408
21084	21078	kiaa1359
21085	21079	muc4
21086	21080	tnk2
21086	21080	p21cdc42hs
21086	21080	ack
21086	21080	ack1
21087	21081	mi0022674
21088	21082	ak127609
21089	21083	sdhap1
21089	21083	sdhal1
21089	21083	sdhalp1
21090	21084	tfrc
21090	21084	cd71
21090	21084	tfr1
21090	21084	p90
21091	21085	linc00885
21092	21086	zdhhc19
21092	21086	mgc33345
21093	21087	slc51a
21093	21087	ostalpha
21094	21088	af088041
21095	21089	pcyt1a
21095	21089	pcyt1
21095	21089	ct
21095	21089	ctpct
21095	21089	cctalpha
21096	21090	dynlt2b
21096	21090	tctex1d2
21096	21090	mgc33212
21097	21091	tm4sf19-dynlt2b
21097	21091	tm4sf19-tctex1d2
21098	21092	ak124973
21099	21093	tm4sf19
21100	21094	ubxn7
21100	21094	ubxd7
21100	21094	kiaa0794
21101	21095	ax747828
21102	21096	rnf168
21102	21096	flj35794
21103	21097	smco1
21103	21097	c3orf43
21103	21097	flj41923
21103	21097	dkfzp313b0440
21104	21098	wdr53
21104	21098	mgc64882
21104	21098	mgc12928
21105	21099	fbxo45
21105	21099	fbx45
21106	21100	nrros
21106	21100	lrrc33
21106	21100	unq3030
21106	21100	ellp3030
21106	21100	mgc50789
21106	21100	garpl1
21107	21101	cep19
21107	21101	c3orf34
21107	21101	mgc14126
21108	21102	pigx
21108	21102	flj20522
21109	21103	pak2
21109	21103	pak65
21109	21103	pakgamma
21110	21104	senp5
21110	21104	mgc27076
21111	21105	ncbp2
21111	21105	nip1
21111	21105	cbp20
21111	21105	cbc2
21112	21106	ncbp2as2
21112	21106	ncbp2-as2
21112	21106	hiar
21112	21106	krasim
21113	21107	pigz
21113	21107	flj12768
21113	21107	mgc52163
21113	21107	smp3
21114	21108	meltf
21114	21108	mfi2
21114	21108	cd228
21114	21108	flj38863
21114	21108	map97
21114	21108	mgc4856
21114	21108	mtf1
21114	21108	mtf
21115	21109	meltf-as1
21115	21109	mfi2-as1
21115	21109	ac068302.3
21115	21109	plane
21116	21110	dlgap5
21116	21110	dlg7
21116	21110	kiaa0008
21116	21110	dlg1
21116	21110	hurp
21117	21111	mi0017444
21118	21112	dlg1-as1
21119	21113	bdh1
21119	21113	bdh
21119	21113	sdr9c1
21120	21114	loc220729
21121	21115	bc040733
21122	21116	rubcn
21122	21116	kiaa0226
21122	21116	rubicon
21122	21116	rundataxin
21123	21117	mi0005714
21124	21118	fyttd1
21124	21118	dkfzp761b1514
21124	21118	uif
21125	21119	lrch3
21125	21119	mgc4126
21126	21120	iqcg
21126	21120	dkfzp434b227
21126	21120	drc9
21126	21120	cfap122
21127	21121	rpl35a
21127	21121	l35a
21127	21121	el33
21127	21121	gig33
21128	21122	lmln
21128	21122	gp63
21128	21122	msp
21128	21122	lmnl1
21129	21123	dq586768_3
21130	21124	ankrd18dp
21131	21125	fam157a
21131	21125	gtf2ip18
21132	21126	al137655
21133	21127	dq574670
21134	21128	dq597235_3
21135	21129	dq599768_3
21136	21130	dq572955
21137	21131	dq577349
21138	21132	dq575955_2
21139	21133	znf718
21139	21133	flj90036
21140	21134	znf595
21140	21134	flj31740
21141	21135	znf876p
21142	21136	znf732
21142	21136	flj59067
21143	21137	znf141
21143	21137	d4s90
21143	21137	phz-44
21144	21138	mi0003578
21145	21139	abca11p
21145	21139	abca11
21145	21139	est1133530
21145	21139	flj14297
21146	21140	znf721
21146	21140	kiaa1982
21147	21141	pigg
21147	21141	flj20265
21147	21141	gpi7
21147	21141	las21
21148	21142	pde6b
21148	21142	pdeb
21148	21142	csnb3
21148	21142	rd1
21148	21142	rp40
21148	21142	csnbad2
21149	21143	bc020343
21150	21144	atp5me
21150	21144	atp5i
21151	21145	myl5
21152	21146	slc49a3
21152	21146	mfsd7
21152	21146	flj22269
21152	21146	lp2561
21153	21147	pcgf3
21153	21147	rnf3
21153	21147	flj36550
21153	21147	dong1
21153	21147	rnf3a
21153	21147	mgc40413
21154	21148	dkfzp547k2416
21155	21149	loc100129917
21156	21150	cplx1
21156	21150	cpx-i
21157	21151	gak
21157	21151	dnajc26
21158	21152	tmem175
21158	21152	mgc4618
21159	21153	dgkq
21159	21153	dagk4
21159	21153	dagk
21159	21153	dagk7
21160	21154	slc26a1
21160	21154	sat-1
21160	21154	edm4
21161	21155	idua
21161	21155	mps1
21161	21155	mpsi
21162	21156	fgfrl1
21163	21157	ak124578
21164	21158	rnf212
21164	21158	loc285498
21164	21158	flj38841
21165	21159	tmed11p
21165	21159	p24alpha1
21165	21159	p24a1
21166	21160	ax747945
21167	21161	spon2
21167	21161	dil1
21168	21162	loc100130872
21169	21163	ax747178
21170	21164	hv535469
21171	21165	ctbp1
21171	21165	bars
21172	21166	hv535487
21173	21167	ctbp1-dt
21173	21167	c4orf42
21173	21167	ctbp1-as1
21173	21167	ctbp1-as2
21173	21167	mgc21675
21174	21168	ctbp1-dt
21174	21168	c4orf42
21174	21168	ctbp1-as1
21174	21168	ctbp1-as2
21174	21168	mgc21675
21175	21169	maea
21175	21169	emp
21175	21169	gid9
21175	21169	p44emlp
21175	21169	hlc-10
21176	21170	uvssa
21176	21170	kiaa1530
21177	21171	cripak
21178	21172	ax748388
21179	21173	fam53a
21179	21173	dntnp
21180	21174	slbp
21180	21174	hbp
21181	21175	tmem129
21181	21175	d4s2561e
21182	21176	tacc3
21182	21176	eric1
21182	21176	eric-1
21182	21176	maskin
21182	21176	tacc4
21183	21177	fgfr3
21183	21177	ach
21183	21177	cek2
21183	21177	jtk4
21183	21177	cd333
21184	21178	letm1
21184	21178	slc55a1.
21184	21178	mdm38
21185	21179	nsd2
21185	21179	whsc1
21185	21179	mmset
21185	21179	kmt3g
21186	21180	scarna22
21186	21180	aca11
21187	21181	nelfa
21187	21181	whsc2
21187	21181	nelf-a
21188	21182	mi0005768
21189	21183	c4orf48
21190	21184	nat8l
21190	21184	flj37478
21190	21184	hcml3
21190	21184	shati
21191	21185	poln
21192	21186	haus3
21192	21186	c4orf15
21192	21186	mgc4701
21192	21186	it1
21192	21186	dgt3
21193	21187	ak026392
21194	21188	mxd4
21194	21188	mad4
21194	21188	mstp149
21194	21188	mst149
21194	21188	bhlhc12
21195	21189	mi0017448
21196	21190	zfyve28
21196	21190	kiaa1643
21196	21190	lst-2
21197	21191	loc402160
21198	21192	rnf4
21198	21192	res4-26
21198	21192	snurf
21198	21192	slx5
21199	21193	fam193a
21199	21193	c4orf8
21199	21193	res4-22
21200	21194	tnip2
21200	21194	abin-2
21200	21194	mgc4289
21200	21194	klip
21200	21194	flip1
21201	21195	sh3bp2
21201	21195	res4-23
21201	21195	crbm
21202	21196	add1
21203	21197	mfsd10
21203	21197	tetran
21203	21197	it10c3
21204	21198	nop14-as1
21204	21198	c4orf10
21204	21198	res4-24
21205	21199	ab000466
21206	21200	nop14
21206	21200	c4orf9
21206	21200	nol14
21206	21200	res4-25
21206	21200	utp2
21207	21201	grk4
21207	21201	gprk2l
21207	21201	gprk4
21208	21202	htt-as
21208	21202	htt-as1
21208	21202	httas
21209	21203	slc6a4
21209	21203	htt
21209	21203	ocd1
21209	21203	5-htt
21209	21203	sert1
21210	21204	cs644968
21211	21205	msantd1
21211	21205	c4orf44
21211	21205	loc345222
21212	21206	rgs12
21213	21207	hgfac
21213	21207	hgfap
21213	21207	hgfa
21214	21208	dok7
21214	21208	c4orf25
21214	21208	flj33718
21214	21208	flj39137
21214	21208	dok-7
21215	21209	lrpap1
21215	21209	a2mrap
21215	21209	rap
21215	21209	hbp44
21216	21210	linc00955
21216	21210	flj35424
21217	21211	loc100133461
21218	21212	adra2c
21218	21212	adra2l2
21218	21212	adra2rl2
21218	21212	adrarl2
21219	21213	dq584669_2
21220	21214	fam86ep
21221	21215	bc042823
21222	21216	otop1
21223	21217	tmem128
21223	21217	mgc13159
21224	21218	lyar
21224	21218	zc2hc2
21224	21218	zlyar
21225	21219	zbtb49
21225	21219	znf509
21225	21219	flj38559
21226	21220	nsg1
21226	21220	p21
21226	21220	d4s234e
21226	21220	neep21
21227	21221	stx18
21227	21221	ufe1
21228	21222	stx18-as1
21228	21222	loc100507266
21229	21223	ak056081
21230	21224	msx1
21230	21224	hox7
21230	21224	hyd1
21230	21224	ofc5
21231	21225	7sk_23
21232	21226	cytl1
21232	21226	c17
21232	21226	c4orf4
21233	21227	stk32b
21233	21227	stkg6
21233	21227	yank2
21233	21227	stk32
21233	21227	hsa250839
21234	21228	linc01587
21234	21228	c4orf6
21234	21228	ac1
21235	21229	evc2
21235	21229	lbn
21236	21230	evc
21236	21230	dwf-1
21236	21230	evc1
21237	21231	crmp1
21237	21231	drp-1
21237	21231	dpysl1
21238	21232	c4orf50
21238	21232	flj46481
21239	21233	mi0016749
21240	21234	jakmip1
21240	21234	marlin1
21240	21234	jamip1
21240	21234	gababrbp
21240	21234	flj31564
21241	21235	loc285484
21242	21236	wfs1
21242	21236	dfna6
21242	21236	dfna14
21242	21236	dfna38
21242	21236	didmoad
21242	21236	wfs
21243	21237	ppp2r2c
21243	21237	pr52
21243	21237	imypno
21243	21237	mgc33570
21243	21237	pr55g
21243	21237	b55gamma
21244	21238	man2b2
21244	21238	kiaa0935
21244	21238	epman
21245	21239	mrfap1
21245	21239	pam14
21245	21239	pgr1
21246	21240	loc93622
21247	21241	s100p
21248	21242	mrfap1l1
21248	21242	mgc9651
21249	21243	bloc1s4
21249	21243	cno
21249	21243	flj11230
21249	21243	bcas4l
21250	21244	kiaa0232
21251	21245	tbc1d14
21251	21245	kiaa1322
21252	21246	ax747238
21253	21247	loc100129931
21254	21248	ccdc96
21254	21248	flj90575
21255	21249	tada2b
21255	21249	mgc21874
21256	21250	grpel1
21256	21250	flj25609
21256	21250	grpe
21256	21250	hmge
21257	21251	flj36777
21258	21252	sorcs2
21258	21252	kiaa1329
21259	21253	mi0017445
21260	21254	trna_pseudo_24
21261	21255	psapl1
21262	21256	mi0015884
21263	21257	dq572409
21264	21258	afap1-as1
21264	21258	afap1as
21264	21258	afap1-as
21264	21258	mgc10981
21265	21259	afap1
21265	21259	afap-110
21265	21259	afap
21266	21260	ablim2
21266	21260	kiaa1808
21267	21261	mi0000097
21268	21262	sh3tc1
21268	21262	flj20356
21269	21263	htra3
21269	21263	tasp
21269	21263	prsp
21270	21264	ax746755
21271	21265	acox3
21272	21266	trmt44
21272	21266	c4orf23
21272	21266	mettl19
21272	21266	flj35725
21272	21266	trm44
21273	21267	gpr78
21274	21268	cpz
21275	21269	hmx1
21275	21269	h6
21275	21269	nkx5-3
21276	21270	loc650293
21277	21271	usp17l10
21278	21272	usp17l11
21279	21273	usp17l12
21280	21274	usp17l13
21281	21275	usp17l15
21282	21276	usp17l17
21283	21277	usp17l19
21284	21278	usp17l20
21285	21279	usp17l27
21286	21280	usp17l24
21287	21281	usp17l28
21288	21282	usp17l30
21289	21283	usp17l5
21290	21284	usp17l9p
21290	21284	usp17
21290	21284	rs447
21291	21285	usp17l6p
21291	21285	dub4
21291	21285	vdub4
21291	21285	usp17l6
21292	21286	defb131a
21292	21286	defb131
21292	21286	defb-31
21293	21287	mi0006422
21294	21288	ab059369
21295	21289	dq584669_3
21296	21290	drd5
21296	21290	drd1l2
21296	21290	drd1b
21297	21291	slc2a9
21297	21291	glut9
21297	21291	glutx
21297	21291	uratv1
21298	21292	wdr1
21298	21292	aip1
21299	21293	mi0014161
21300	21294	5s_rrna_29
21301	21295	dq589421
21302	21296	dq583133
21303	21297	dq581767
21304	21298	dq584082
21305	21299	dq573667
21306	21300	dq591515
21307	21301	dq599898
21308	21302	znf518b
21308	21302	kiaa1729
21309	21303	clnk
21309	21303	mist
21310	21304	mi0003579
21311	21305	hs3st1
21311	21305	3ost1
21312	21306	bc042433
21313	21307	rab28
21314	21308	loc285547
21315	21309	nkx3-2
21315	21309	bapx1
21315	21309	nkx3b
21315	21309	nkx3.2
21316	21310	loc285548
21317	21311	bod1l1
21317	21311	fam44a
21317	21311	bod1l
21317	21311	flj33215
21317	21311	kiaa1327
21318	21312	mi0017980
21319	21313	ak091889
21320	21314	loc152742
21321	21315	bc070495
21322	21316	mgc4836
21323	21317	snora63_3
21324	21318	loc441009
21325	21319	bc113726
21326	21320	cpeb2
21327	21321	c1qtnf7
21327	21321	ctrp7
21328	21322	cc2d2a
21328	21322	kiaa1345
21328	21322	mks6
21328	21322	jbts9
21329	21323	ax746699
21330	21324	fbxl5
21330	21324	fbl4
21330	21324	fbl5
21330	21324	flr1
21331	21325	fam200b
21331	21325	c4orf53
21332	21326	bc017971
21333	21327	bst1
21333	21327	cd157
21333	21327	bst-1
21333	21327	cadpr2
21334	21328	cd38
21334	21328	cadpr1
21335	21329	fgfbp1
21335	21329	hbp17
21335	21329	fgfbp
21336	21330	fgfbp2
21336	21330	ksp37
21337	21331	prom1
21337	21331	proml1
21337	21331	mcdr2
21337	21331	stgd4
21337	21331	ac133
21337	21331	cd133
21337	21331	rp41
21337	21331	cord12
21338	21332	u6_36
21339	21333	tapt1
21339	21333	flj90013
21340	21334	bc010030
21341	21335	tapt1-as1
21341	21335	flj39653
21342	21336	ldb2
21342	21336	clim1
21342	21336	ldb1
21343	21337	bc029598
21344	21338	qdpr
21344	21338	dhpr
21344	21338	pku2
21344	21338	sdr33c1
21345	21339	clrn2
21345	21339	dfnb117
21346	21340	lap3
21346	21340	peps
21346	21340	lapep
21346	21340	lap
21347	21341	med28
21347	21341	eg1
21347	21341	dkfzp434n185
21347	21341	magicin
21348	21342	cr936688
21349	21343	fam184b
21349	21343	kiaa1276
21350	21344	dcaf16
21350	21344	c4orf30
21350	21344	flj20280
21351	21345	ncapg
21351	21345	flj12450
21351	21345	hcap-g
21351	21345	cap-g
21351	21345	ycg1
21352	21346	lcorl
21352	21346	mlr1
21352	21346	flj30696
21353	21347	slit2
21353	21347	slil3
21353	21347	slit-2
21354	21348	slit2-it1
21355	21349	mi0000294
21356	21350	pacrgl
21356	21350	c4orf28
21356	21350	mgc29898
21357	21351	kcnip4
21357	21351	calp
21357	21351	kchip4
21357	21351	mgc44947
21358	21352	mi0025754
21359	21353	kcnip4-it1
21359	21353	ncrna00099
21359	21353	um9-5
21360	21354	loc100505912
21361	21355	adgra3
21361	21355	gpr125
21361	21355	flj38547
21361	21355	pgr21
21362	21356	gba3
21362	21356	gluc
21362	21356	klrp
21362	21356	cbgl1
21363	21357	ppargc1a
21363	21357	ppargc1
21363	21357	pgc1
21363	21357	pgc1a
21363	21357	pgc-1alpha
21363	21357	pparagciα
21364	21358	mi0003580
21365	21359	dhx15
21365	21359	ddx15
21365	21359	hrh2
21365	21359	dbp1
21365	21359	prp43
21365	21359	prpp43p
21365	21359	prpf43
21366	21360	sod3
21366	21360	ec-sod
21367	21361	ccdc149
21367	21361	dkfzp761b107
21368	21362	lgi2
21368	21362	kiaa1916
21368	21362	flj10675
21369	21363	sepsecs
21369	21363	sla/lp
21369	21363	sla
21369	21363	sla-p35
21369	21363	secs
21370	21364	loc285540
21371	21365	pi4k2b
21371	21365	pi4kiib
21371	21365	flj11105
21371	21365	pik42b
21372	21366	zcchc4
21372	21366	hspc052
21372	21366	flj23024
21372	21366	zgrf4
21373	21367	anapc4
21373	21367	apc4
21374	21368	slc34a2
21374	21368	napi-3b
21375	21369	sel1l3
21375	21369	kiaa0746
21376	21370	smim20
21376	21370	c4orf52
21376	21370	pnx
21376	21370	mitrac7
21377	21371	rbpj
21377	21371	igkjrb1
21377	21371	rbpsuh
21377	21371	suh
21377	21371	igkjrb
21377	21371	rbpjk
21377	21371	kbf2
21377	21371	rbp-j
21377	21371	cbf1
21378	21372	cckar
21379	21373	tbc1d19
21379	21373	flj11082
21380	21374	snord74_2
21381	21375	stim2
21382	21376	dq571874
21383	21377	metazoa_srp_19
21384	21378	mi0015883
21385	21379	pcdh7
21385	21379	bh-pcdh
21385	21379	ppp1r120
21386	21380	ak093205
21387	21381	bc036345
21388	21382	arap2
21388	21382	centd1
21388	21382	parx
21389	21383	bc037904
21390	21384	bc030111
21391	21385	dthd1
21391	21385	flj16686
21392	21386	mi0006435
21393	21387	mi0017449
21394	21388	nwd2
21394	21388	kiaa1239
21395	21389	c4orf19
21395	21389	flj11017
21396	21390	ax748249
21397	21391	rell1
21398	21392	y_rna_18
21399	21393	pgm2
21399	21393	flj10983
21400	21394	tbc1d1
21400	21394	tbc
21400	21394	tbc1
21400	21394	kiaa1108
21401	21395	pttg2
21402	21396	klf3-as1
21402	21396	flj13197
21403	21397	klf3
21403	21397	bklf
21404	21398	tlr10
21404	21398	cd290
21405	21399	tlr1
21405	21399	rsc786
21405	21399	kiaa0012
21405	21399	cd281
21406	21400	tlr6
21406	21400	cd286
21407	21401	fam114a1
21407	21401	noxp20
21408	21402	mi0003581
21409	21403	tmem156
21409	21403	flj23235
21410	21404	klhl5
21411	21405	wdr19
21411	21405	pwdmp
21411	21405	kiaa1638
21411	21405	flj23127
21411	21405	orf26
21411	21405	dyf-2
21411	21405	oseg6
21411	21405	ift144
21411	21405	nphp13
21411	21405	fap66
21412	21406	slc19a1
21412	21406	folt
21412	21406	rfc1
21412	21406	ifc-1
21412	21406	rfc
21412	21406	hrfc
21412	21406	rft-1
21413	21407	klb
21414	21408	mi0019151
21415	21409	rpl9
21415	21409	l9
21416	21410	lias
21416	21410	las
21417	21411	loc401127
21418	21412	ugdh
21419	21413	ugdh-as1
21420	21414	smim14
21420	21414	c4orf34
21420	21414	flj13289
21421	21415	bc040333
21422	21416	ube2k
21422	21416	hip2
21422	21416	hypg
21422	21416	ubc1
21423	21417	pds5a
21423	21417	kiaa0648
21423	21417	pig54
21423	21417	scc-112
21424	21418	loc344967
21425	21419	n4bp2
21425	21419	b3bp
21426	21420	rhoh
21426	21420	arhh
21426	21420	ttf
21427	21421	jn120858
21428	21422	jn120857
21429	21423	chrna9
21429	21423	nachra9
21430	21424	rbm47
21430	21424	flj20273
21430	21424	net18
21431	21425	mi0017450
21432	21426	nsun7
21432	21426	flj14001
21433	21427	apbb2
21433	21427	fe65l
21433	21427	fe65l1
21433	21427	mgc35575
21434	21428	trna_gln_3
21435	21429	uchl1-dt
21435	21429	uchl1-as1
21436	21430	uchl1
21436	21430	park5
21436	21430	pgp9.5
21436	21430	uch-l1
21436	21430	uchl-1
21437	21431	limch1
21437	21431	dkfzp686a01247
21437	21431	limch1a
21437	21431	lmo7b
21438	21432	phox2b
21438	21432	pmx2b
21438	21432	nbphox
21439	21433	bc025350
21440	21434	tmem33
21440	21434	flj10525
21440	21434	pom33
21441	21435	dcaf4l1
21441	21435	wdr21b
21442	21436	slc30a9
21442	21436	c4orf1
21442	21436	huel
21442	21436	znt9
21442	21436	gac63
21443	21437	bend4
21443	21437	ccdc4
21443	21437	flj35632
21443	21437	flj43965
21444	21438	shisa3
21444	21438	hshisa3
21445	21439	ak027252
21446	21440	atp8a1
21446	21440	atpia
21447	21441	7sk_24
21448	21442	grxcr1
21448	21442	dfnb25
21448	21442	ppp1r88
21449	21443	kctd8
21450	21444	yipf7
21450	21444	flj39576
21450	21444	finger9
21451	21445	guf1
21451	21445	flj13220
21452	21446	gnpda2
21452	21446	sb52
21453	21447	bc048420
21454	21448	gabrg1
21455	21449	gabra2
21456	21450	cox7b2
21457	21451	gabra4
21458	21452	gabrb1
21459	21453	commd8
21459	21453	flj20502
21460	21454	atp10d
21460	21454	atpvd
21460	21454	kiaa1487
21461	21455	corin
21461	21455	prsc
21461	21455	crn
21461	21455	atc2
21461	21455	lrp4
21461	21455	tmprss10
21462	21456	mi0025889
21463	21457	nfxl1
21463	21457	hozfp
21464	21458	bc041434
21465	21459	cnga1
21465	21459	cncg1
21465	21459	cncg
21465	21459	rcnc1
21465	21459	rcnca
21465	21459	cng1
21465	21459	rp49
21466	21460	nipal1
21466	21460	npal1
21466	21460	dkfzp686a06115
21466	21460	slc57a3
21467	21461	txk
21467	21461	ptk4
21467	21461	tkl
21467	21461	psctk5
21467	21461	btkl
21467	21461	rlk
21468	21462	u6_37
21469	21463	tec
21469	21463	psctk4
21470	21464	slain2
21470	21464	kiaa1458
21470	21464	flj21611
21471	21465	slc10a4
21471	21465	mgc29802
21472	21466	zar1
21472	21466	z3cxxc6
21473	21467	fryl
21473	21467	kiaa0826
21473	21467	dkfzp686e205
21473	21467	af4p12
21473	21467	mor2
21474	21468	ociad1
21474	21468	flj20455
21474	21468	tpa018
21474	21468	ocia
21474	21468	asrij
21475	21469	ociad2
21475	21469	mgc45416
21476	21470	cwh43
21476	21470	flj21511
21476	21470	cwh43-c
21476	21470	pgap2ip
21477	21471	dq579288_2
21478	21472	dq583161_2
21479	21473	dq587539_4
21480	21474	dq579969_2
21481	21475	dq593719
21482	21476	dq590589_3
21483	21477	dq596206_2
21484	21478	dq590126_2
21485	21479	dcun1d4
21485	21479	kiaa0276
21486	21480	lrrc66
21487	21481	sgcb
21487	21481	lgmd2e
21487	21481	sgc
21487	21481	a3b
21488	21482	spata18
21488	21482	flj32906
21489	21483	usp46
21489	21483	flj12552
21490	21484	dancr
21490	21484	kiaa0114
21490	21484	snhg13
21490	21484	ancr
21490	21484	agu2
21490	21484	lncrna-ancr
21491	21485	mi0016792
21492	21486	snora26_2
21493	21487	ervmer34-1
21493	21487	envmer34
21494	21488	linc01618
21494	21488	loc152578
21495	21489	rasl11b
21496	21490	scfd2
21496	21490	stxbp1l1
21496	21490	flj39514
21497	21491	bc042091
21498	21492	ak055055
21499	21493	fip1l1
21499	21493	dkfzp586k0717
21499	21493	fip1
21499	21493	hfip1
21500	21494	pdgfra
21500	21494	cd140a
21500	21494	pdgfr2
21500	21494	gas9
21501	21495	lnx1
21501	21495	lnx
21501	21495	mpdz
21501	21495	pdzrn2
21502	21496	lnx1-as1
21503	21497	lnx1-as2
21504	21498	rpl21p44
21505	21499	chic2
21505	21499	btl
21506	21500	gsx2
21506	21500	gsh2
21507	21501	bc044946
21508	21502	kit
21508	21502	pbt
21508	21502	cd117
21508	21502	scfr
21508	21502	c-kit
21509	21503	dl490879
21510	21504	u6_38
21511	21505	kdr
21511	21505	flk1
21511	21505	vegfr
21511	21505	vegfr2
21511	21505	cd309
21512	21506	metazoa_srp_20
21513	21507	srd5a3
21513	21507	flj13352
21513	21507	srd5a2l
21513	21507	srd5a2l1
21514	21508	srd5a3-as1
21515	21509	tmem165
21515	21509	tmpt27
21515	21509	tparl
21515	21509	gdt1
21515	21509	slc64a1
21516	21510	clock
21516	21510	kiaa0334
21516	21510	kat13d
21516	21510	bhlhe8
21517	21511	7sk_25
21518	21512	pdcl2
21518	21512	gcphlp
21519	21513	nmu
21520	21514	loc644145
21521	21515	exoc1
21521	21515	sec3l1
21521	21515	sec3
21521	21515	flj10893
21521	21515	bm-102
21521	21515	sec3p
21522	21516	cep135
21522	21516	kiaa0635
21522	21516	cep4
21522	21516	flj13621
21523	21517	cracd
21523	21517	kiaa1211
21523	21517	crad
21524	21518	aasdh
21524	21518	nrps998
21524	21518	lys2
21524	21518	acsf4
21525	21519	ppat
21525	21519	gpat
21525	21519	prat
21526	21520	paics
21526	21520	pais
21526	21520	ade2h1
21526	21520	airc
21527	21521	srp72
21528	21522	arl9
21529	21523	thegl
21530	21524	hopx
21530	21524	lagy
21530	21524	hop
21530	21524	ob1
21530	21524	necc1
21530	21524	smap31
21531	21525	spink2
21531	21525	husi-ii
21532	21526	rest
21532	21526	dfna27
21532	21526	nrsf
21532	21526	xbr
21533	21527	noa1
21533	21527	c4orf14
21533	21527	mgc3232
21533	21527	hatnos1
21533	21527	hnoa1
21533	21527	mtg3
21534	21528	polr2b
21534	21528	rpb2
21535	21529	igfbp7
21535	21529	mac25
21535	21529	igfbp-7
21535	21529	psf
21535	21529	fstl2
21536	21530	loc255130
21537	21531	bc034799
21538	21532	mi0016793
21539	21533	adgrl3
21539	21533	lphn3
21539	21533	kiaa0768
21539	21533	lec3
21540	21534	y_rna_19
21541	21535	bc039452
21542	21536	tecrl
21542	21536	gpsn2l
21542	21536	srd5a2l2
21542	21536	dkfzp313d0829
21542	21536	dkfzp313b2333
21542	21536	terl
21543	21537	loc401134
21544	21538	epha5
21544	21538	hek7
21544	21538	tyro4
21544	21538	cek7
21544	21538	ehk1
21545	21539	loc100144602
21546	21540	trna_8
21547	21541	mi0006406
21548	21542	u6_39
21549	21543	ak093203
21550	21544	cenpc
21550	21544	cenpc1
21550	21544	cenp-c
21550	21544	hcp-4
21550	21544	mif2
21551	21545	uxt
21551	21545	art-27
21551	21545	stap1
21552	21546	uba6
21552	21546	ube1l2
21552	21546	flj10808
21553	21547	uba6-dt
21553	21547	uba6-as1
21553	21547	loc550112
21554	21548	gnrhr
21554	21548	grhr
21554	21548	lhrhr
21555	21549	bc045560
21556	21550	tmprss11d
21556	21550	hat
21556	21550	asp
21557	21551	tmprss11a
21557	21551	ecrg1
21557	21551	hatl1
21557	21551	hesp
21558	21552	tmprss11gp
21559	21553	tmprss11f
21559	21553	flj16046
21559	21553	hatl4
21560	21554	loc550113
21561	21555	syt16
21561	21555	syt14l
21561	21555	yt14r
21561	21555	chr14syt
21561	21555	strep14
21562	21556	ftlp10
21563	21557	tmprss11bnl
21563	21557	flj41562
21564	21558	tmprss11b
21564	21558	hatl5
21565	21559	ythdc1
21565	21559	yt521
21565	21559	kiaa1966
21565	21559	yt521-b
21566	21560	tmprss11e
21566	21560	tmprss11e2
21566	21560	desc1
21567	21561	ugt2b17
21568	21562	ugt2b15
21568	21562	ugt2b8
21569	21563	ugt2b10
21570	21564	ugt2a3
21570	21564	flj21934
21571	21565	ugt2b7
21571	21565	ugt2b9
21572	21566	ugt2b11
21573	21567	ak124272
21574	21568	ugt2b28
21575	21569	ugt2b4
21575	21569	ugt2b11
21576	21570	ugt2a2
21577	21571	ugt2a1
21578	21572	sult1b1
21578	21572	st1b2
21579	21573	sult1e1
21579	21573	ste
21579	21573	est
21580	21574	csn1s1
