	GeneIndex	Name
6977	6977	1a6/drim
6978	6978	arl1
6978	6978	arfl1
6979	6979	spic
6979	6979	mgc40611
6979	6979	spi-c
6980	6980	mybpc1
6980	6980	ssmybp-c
6981	6981	chpt1
6981	6981	cpt1
6982	6982	sycp3
6983	6983	gnptab
6983	6983	gnpta
6983	6983	kiaa1208
6983	6983	mgc4170
6984	6984	u6_100
6985	6985	dram1
6985	6985	flj11259
6985	6985	dram
6986	6986	washc3
6986	6986	ccdc53
6986	6986	cgi-116
6987	6987	nup37
6987	6987	mgc5585
6987	6987	flj22618
6988	6988	parpbp
6988	6988	c12orf48
6988	6988	flj20641
6988	6988	pari
6989	6989	pmch
6989	6989	mch
6990	6990	jx088243
6991	6991	igf1
6991	6991	igf1a
6991	6991	igfi
6991	6991	igf-i
6991	6991	igf
6992	6992	linc00485
6993	6993	pah
6993	6993	ph
6994	6994	ascl1
6994	6994	ash1
6994	6994	hash1
6994	6994	bhlha46
6995	6995	c12orf42
6995	6995	flj25323
6996	6996	bc041342
6997	6997	stab2
6997	6997	dkfzp434e0321
6997	6997	fell
6997	6997	stab-2
6997	6997	hare
6997	6997	feel-2
6997	6997	scarh1
6998	6998	nt5dc3
6998	6998	tu12b1-ty
6998	6998	flj11266
6999	6999	gnn
7000	7000	hsp90b1
7000	7000	tra1
7000	7000	gp96
7000	7000	grp94
7001	7001	mi0016052
7002	7002	c12orf73
7002	7002	flj13975
7002	7002	dkfzp547p055
7002	7002	brawnin
7003	7003	tdg
7004	7004	glt8d2
7004	7004	flj31494
7005	7005	dl490275
7006	7006	hcfc2
7006	7006	hcf-2
7007	7007	nfyb
7007	7007	cbf-a
7007	7007	hap3
7007	7007	nf-yb
7008	7008	txnrd1
7008	7008	txnr
7008	7008	grim-12
7008	7008	trxr1
7009	7009	eid3
7009	7009	flj25832
7009	7009	nsmce4b
7009	7009	nse4b
7010	7010	chst11
7010	7010	c4st1
7010	7010	c4st-1
7010	7010	c4st
7010	7010	hsa269537
7011	7011	mi0016429
7012	7012	slc41a2
7012	7012	dkfzp434k0427
7013	7013	y_rna_54
7014	7014	nopchap1
7014	7014	c12orf45
7014	7014	mgc40397
7014	7014	ddsr1
7015	7015	aldh1l2
7015	7015	flj38508
7015	7015	mtfdh
7016	7016	washc4
7016	7016	kiaa1033
7016	7016	swip
7017	7017	appl2
7017	7017	flj10659
7017	7017	dip13b
7018	7018	c12orf75
7018	7018	occ-1
7018	7018	occ1
7018	7018	agd3
7019	7019	nuak1
7019	7019	ark5
7019	7019	kiaa0537
7020	7020	ckap4
7020	7020	p63
7020	7020	climp-63
7020	7020	ergic-63
7021	7021	tcp11l2
7021	7021	mgc40368
7022	7022	polr3b
7022	7022	rpc2
7022	7022	flj10388
7022	7022	c128
7023	7023	loc100287944
7024	7024	rfx4
7025	7025	loc100505978
7026	7026	ric8b
7026	7026	flj10620
7026	7026	hsyn
7026	7026	ric8
7027	7027	ak055712
7028	7028	tmem263
7028	7028	c12orf23
7028	7028	mgc17943
7029	7029	mterf2
7029	7029	mterfd3
7029	7029	flj14062
7030	7030	cry1
7030	7030	phll1
7031	7031	abtb3
7031	7031	btbd11
7031	7031	flj33957
7031	7031	abtb2b
7032	7032	pwp1
7032	7032	ief-ssp-9502
7033	7033	prdm4
7033	7033	pfm1
7034	7034	ascl4
7034	7034	hash4
7034	7034	bhlha44
7035	7035	loc728739
7036	7036	wscd2
7036	7036	kiaa0789
7037	7037	cmklr1
7037	7037	rver1
7038	7038	ficd
7038	7038	hype
7038	7038	hip13
7039	7039	sart3
7039	7039	kiaa0156
7039	7039	rp11-13g14
7039	7039	tip110
7039	7039	p110
7040	7040	iscu
7040	7040	nifun
7040	7040	isu2
7040	7040	hnifu
7041	7041	tmem119
7041	7041	obif
7042	7042	selplg
7042	7042	psgl-1
7042	7042	cd162
7043	7043	mi0016858
7044	7044	coro1c
7044	7044	coronin-3
7044	7044	hcrnn4
7045	7045	ssh1
7045	7045	kiaa1298
7045	7045	ssh1l
7046	7046	mi0003633
7047	7047	dao
7047	7047	damox
7047	7047	daao
7048	7048	svop
7048	7048	dkfzp761h039
7048	7048	slc22b4
7049	7049	usp30
7049	7049	mgc10702
7049	7049	flj40511
7050	7050	usp30-as1
7051	7051	alkbh2
7051	7051	mgc90512
7051	7051	abh2
7052	7052	ung
7052	7052	dgu
7052	7052	udg
7052	7052	ung1
7052	7052	ung2
7052	7052	higm4
7053	7053	acacb
7053	7053	hacc275
7053	7053	acc2
7053	7053	accb
7053	7053	acc-beta
7053	7053	accbeta
7053	7053	acacbeta
7054	7054	foxn4
7055	7055	myo1h
7055	7055	flj37587
7056	7056	kctd10
7056	7056	mstp028
7056	7056	btbd28
7057	7057	ube3b
7058	7058	mmab
7058	7058	cblb
7058	7058	cfap23
7059	7059	mvk
7059	7059	lrbp
7059	7059	mk
7060	7060	fam222a
7060	7060	c12orf34
7060	7060	flj14721
7061	7061	fam222a-as1
7062	7062	trpv4
7062	7062	otrpc4
7062	7062	trp12
7062	7062	vroac
7062	7062	vrl-2
7062	7062	vr-oac
7062	7062	cmt2c
7063	7063	metazoa_srp_58
7064	7064	mi0016859
7065	7065	gltp
7066	7066	tchp
7066	7066	mgc10854
7066	7066	tpms
7067	7067	git2
7067	7067	kiaa0148
7067	7067	pkl
7068	7068	ankrd13a
7068	7068	ankrd13
7068	7068	ny-ren-25
7069	7069	c12orf76
7069	7069	flj40142
7070	7070	ift81
7070	7070	cdv1
7070	7070	cdv-1r
7070	7070	mgc4027
7071	7071	atp2a2
7071	7071	atp2b
7071	7071	dar
7071	7071	serca2
7072	7072	ja611269
7073	7073	anapc7
7073	7073	apc7
7074	7074	arpc3
7074	7074	p21-arc
7074	7074	arc21
7075	7075	gpn3
7075	7075	atpbd1c
7075	7075	mgc14560
7076	7076	fam216a
7076	7076	c12orf24
7076	7076	hsu79274
7077	7077	vps29
7077	7077	pep11
7077	7077	dc7
7077	7077	dc15
7078	7078	snord50
7079	7079	bc064974
7080	7080	rad9b
7080	7080	flj40346
7081	7081	pptc7
7081	7081	ta-pp2c
7082	7082	tctn1
7082	7082	flj21127
7082	7082	tect1
7082	7082	jbts13
7083	7083	hvcn1
7083	7083	mgc15619
7083	7083	hv1
7083	7083	vsop
7084	7084	ppp1cc
7084	7084	pp1c
7084	7084	pp1gamma
7085	7085	ccdc63
7085	7085	oda5
7085	7085	flj35843
7086	7086	myl2
7086	7086	cmh10
7087	7087	loc100131138
7088	7088	cux2
7088	7088	cutl2
7088	7088	kiaa0293
7088	7088	cdp2
7089	7089	mi0022605
7090	7090	pheta1
7090	7090	fam109a
7090	7090	flj32356
7090	7090	ses1
7090	7090	ipip27a
7091	7091	sh2b3
7091	7091	lnk
7091	7091	iddm20
7092	7092	atxn2
7092	7092	sca2
7092	7092	tnrc13
7092	7092	atx2
7093	7093	c6orf89
7093	7093	flj25357
7093	7093	brap
7094	7094	acad10
7094	7094	mgc5601
7095	7095	aldh2
7096	7096	mi0022606
7097	7097	mapkapk5-as1
7097	7097	c12orf47
7097	7097	flj39616
7097	7097	maas
7098	7098	mapkapk5
7098	7098	prak
7098	7098	mk5
7099	7099	adam1a
7099	7099	adam1
7099	7099	ftnap
7099	7099	ph-30a
7099	7099	ftna
7099	7099	adam1p
7100	7100	tmem116
7100	7100	flj90167
7101	7101	ax747754
7102	7102	erp29
7102	7102	c12orf8
7102	7102	erp28
7102	7102	erp31
7102	7102	pdi-db
7102	7102	pdia9
7103	7103	naa25
7103	7103	c12orf30
7103	7103	flj13089
7104	7104	mi0016057
7105	7105	y_rna_55
7106	7106	trafd1
7106	7106	fln29
7107	7107	hectd4
7107	7107	c12orf51
7107	7107	flj34154
7107	7107	kiaa0614
7108	7108	mi0022708
7109	7109	rpl6
7109	7109	txreb1
7109	7109	taxreb107
7109	7109	l6
7110	7110	ptpn11
7110	7110	ns1
7110	7110	bptp3
7110	7110	sh-ptp2
7110	7110	shp-2
7110	7110	ptp2c
7110	7110	shp2
7111	7111	rph3a
7111	7111	kiaa0985
7111	7111	rabphilin
7111	7111	exophilin-1
7112	7112	mi0006362
7113	7113	oas1
7113	7113	oias
7113	7113	oiasi
7113	7113	ifi-4
7114	7114	oas3
7115	7115	oas2
7116	7116	dtx1
7116	7116	hdx-1
7116	7116	rnf140
7117	7117	rasal1
7117	7117	rasal
7118	7118	cfap73
7118	7118	ccdc42b
7118	7118	mia2
7119	7119	ddx54
7119	7119	mgc2835
7119	7119	apr-5
7119	7119	dp97
7120	7120	mi0022957
7121	7121	rita1
7121	7121	c12orf52
7121	7121	flj14827
7121	7121	rita
7122	7122	iqcd
7122	7122	drc10
7122	7122	cfap84
7123	7123	tpcn1
7123	7123	kiaa1169
7123	7123	flj20612
7123	7123	tpc1
7124	7124	mi0022607
7125	7125	slc8b1
7125	7125	slc24a6
7125	7125	flj22233
7125	7125	nckx6
7125	7125	nclx
7126	7126	plbd2
7126	7126	p76
7127	7127	sds
7127	7127	sdh
7128	7128	sdsl
7128	7128	sds-rs1
7128	7128	csdh
7129	7129	lhx5
7130	7130	ak096932
7131	7131	bc007399
7132	7132	rbm19
7132	7132	dkfzp586f1023
7132	7132	kiaa0682
7132	7132	mrd1
7133	7133	trna_pseudo_48
7134	7134	tbx5
7134	7134	hos
7135	7135	tbx5-as1
7136	7136	7sk_76
7137	7137	tbx3
7137	7137	ums
7137	7137	tbx3-iso
7137	7137	xhl
7138	7138	metazoa_srp_59
7139	7139	med13l
7139	7139	thrap2
7139	7139	kiaa1025
7139	7139	trap240l
7140	7140	mi0003634
7141	7141	mi0016824
7142	7142	linc00173
7142	7142	ncrna00173
7142	7142	flj42957
7143	7143	map1lc3b2
7143	7143	atg8g
7144	7144	spring1
7144	7144	c12orf49
7144	7144	flj21415
7144	7144	spring
7144	7144	post1
7144	7144	lur1
7145	7145	rnft2
7145	7145	tmem118
7145	7145	flj14627
7146	7146	unq514
7147	7147	hrk
7147	7147	dp5
7148	7148	fbxw8
7148	7148	fbxo29
7148	7148	fbx29
7148	7148	fbw6
7148	7148	fbw8
7149	7149	ak055849
7150	7150	tesc
7150	7150	tsc
7150	7150	flj20607
7150	7150	chp3
7151	7151	fbxo21
7151	7151	fbx21
7151	7151	kiaa0875
7152	7152	nos1
7152	7152	nos
7152	7152	nnos
7153	7153	ksr2
7153	7153	flj25965
7154	7154	rfc5
7154	7154	rfc36
7155	7155	wsb2
7155	7155	sba2
7155	7155	mgc10210
7156	7156	vsig10
7157	7157	pebp1
7157	7157	pbp
7157	7157	rkip
7157	7157	hcnp
7157	7157	pebp
7158	7158	taok3
7158	7158	jik
7158	7158	dpk
7158	7158	map3k18
7159	7159	suds3
7159	7159	sds3
7159	7159	flj00052
7159	7159	sap45
7160	7160	srrm4
7160	7160	kiaa1853
7160	7160	nsr100
7161	7161	hspb8
7161	7161	h11
7161	7161	e2ig1
7161	7161	hsp22
7161	7161	cmt2l
7162	7162	linc00934
7163	7163	bc118554
7164	7164	ccdc60
7164	7164	mgc39827
7165	7165	af086288
7166	7166	tmem233
7166	7166	ifitmd2
7166	7166	dspb2
7167	7167	7sk_77
7168	7168	prkab1
7169	7169	cit
7169	7169	kiaa0949
7169	7169	stk21
7169	7169	crik
7169	7169	citk
7170	7170	mi0006271
7171	7171	bicdl1
7171	7171	ccdc64
7171	7171	flj26450
7171	7171	bicdr-1
7172	7172	rab35
7172	7172	h-ray
7173	7173	ak130486
7174	7174	gcn1
7174	7174	gcn1l1
7174	7174	kiaa0219
7174	7174	gcn1l
7175	7175	mi0016860
7176	7176	rplp0
7176	7176	prlp0
7176	7176	p0
7176	7176	l10e
7176	7176	rpp0
7176	7176	lp0
7177	7177	dl492076
7178	7178	pxn-as1
7178	7178	eyelinc4
7179	7179	pxn
7180	7180	sirt4
7180	7180	sir2l4
7181	7181	pla2g1b
7181	7181	pla2
7181	7181	ppla2
7181	7181	pla2a
7182	7182	msi1
7183	7183	cox6a1
7183	7183	cox6a
7183	7183	cox6al
7184	7184	triap1
7184	7184	p53csv
7184	7184	wf-1
7184	7184	hspc132
7184	7184	p53csv
7184	7184	mdm35
7185	7185	gatc
7185	7185	flj37000
7185	7185	15e1.2
7186	7186	srsf9
7186	7186	sfrs9
7186	7186	srp30c
7187	7187	dynll1
7187	7187	dncl1
7187	7187	hdlc1
7187	7187	dlc1
7187	7187	pin
7187	7187	lc8
7187	7187	dlc8
7188	7188	nrav
7188	7188	dynll1-as1
7189	7189	coq5
7189	7189	mgc4767
7190	7190	rnf10
7190	7190	kiaa0262
7190	7190	rie2
7191	7191	pop5
7192	7192	s100g
7192	7192	calb3
7192	7192	cabp9k
7192	7192	cabp1
7193	7193	mlec
7193	7193	kiaa0152
7194	7194	unc119b
7194	7194	mgc5139
7194	7194	poc7b
7195	7195	mi0017333
7196	7196	acads
7196	7196	scad
7196	7196	acad3
7197	7197	sppl3
7197	7197	imp2
7197	7197	psl4
7197	7197	mgc90402
7197	7197	mgc126674
7197	7197	mgc126676
7197	7197	dkfzp586c1324
7198	7198	hnf1a-as1
7198	7198	c12orf27
7198	7198	ncrna00262
7198	7198	flj38690
7198	7198	has1
7199	7199	hnf1a
7199	7199	mody3
7199	7199	tcf1
7199	7199	hnf1
7199	7199	lfb1
7199	7199	hnf1α
7200	7200	c12orf43
7200	7200	flj12448
7200	7200	custos
7201	7201	oasl
7201	7201	trip14
7201	7201	p59oasl
7201	7201	oasl1
7202	7202	dq570466
7203	7203	p2rx7
7203	7203	p2x7
7203	7203	mgc20089
7204	7204	p2rx4
7204	7204	p2x4
7205	7205	camkk2
7205	7205	camkk
7205	7205	kiaa0787
7205	7205	camkkb
7205	7205	mgc15254
7206	7206	anapc5
7206	7206	apc5
7207	7207	rnf34
7207	7207	riff
7207	7207	flj21786
7207	7207	rif
7208	7208	bc029038
7209	7209	kdm2b
7209	7209	fbxl10
7209	7209	pccx2
7209	7209	cxxc2
7209	7209	fbl10
7209	7209	jhdm1b
7210	7210	mi0022958
7211	7211	orai1
7211	7211	tmem142a
7211	7211	flj14466
7211	7211	cracm1
7212	7212	morn3
7213	7213	tmem120b
7214	7214	ak123181
7215	7215	rhof
7215	7215	arhf
7215	7215	flj20247
7215	7215	rif
7216	7216	loc338799
7217	7217	ak095700
7218	7218	setd1b
7218	7218	kiaa1076
7218	7218	set1b
7218	7218	kmt2g
7219	7219	hpd
7219	7219	ppd
7219	7219	4-hppd
7219	7219	4hppd
7219	7219	glod3
7220	7220	psmd9
7220	7220	p27
7220	7220	rpn4
7221	7221	cfap251
7221	7221	wdr66
7221	7221	mgc33630
7221	7221	cam-ip4
7222	7222	jb023063
7223	7223	bcl7a
7223	7223	bcl7
7223	7223	smarcj1
7224	7224	mlxip
7224	7224	mondoa
7224	7224	kiaa0867
7224	7224	mir
7224	7224	bhlhe36
7225	7225	lrrc43
7225	7225	mgc35140
7226	7226	il31
7226	7226	il-31
7227	7227	b3gnt4
7227	7227	b3gn-t4
7227	7227	beta3gn-t4
7228	7228	diablo
7228	7228	smac
7228	7228	diablo-s
7228	7228	flj25049
7228	7228	flj10537
7228	7228	dfna64
7229	7229	vps33a
7230	7230	clip1
7230	7230	rsn
7230	7230	cyln1
7230	7230	clip170
7230	7230	clip
7230	7230	clip-170
7231	7231	trna_asp_7
7232	7232	loc100507066
7233	7233	zcchc8
7233	7233	dkfzp434e2220
7234	7234	snora9_3
7235	7235	rsrc2
7235	7235	flj11021
7236	7236	kntc1
7236	7236	kiaa0166
7236	7236	rod
7237	7237	hcar1
7237	7237	gpr104
7237	7237	gpr81
7237	7237	hca1
7237	7237	fksg80
7237	7237	ta-gpcr
7237	7237	lacr1
7238	7238	hcar2
7238	7238	gpr109a
7238	7238	hca2
7238	7238	hm74a
7238	7238	pumag
7238	7238	puma-g
7238	7238	niacr1
7239	7239	hcar3
7239	7239	gpr109b
7239	7239	hca3
7239	7239	hm74
7240	7240	denr
7240	7240	drp
7240	7240	drp1
7240	7240	smap-3
7241	7241	ccdc62
7241	7241	tsp-ny
7241	7241	flj40344
7241	7241	ct109
7241	7241	erap75
7242	7242	hip1r
7242	7242	kiaa0655
7242	7242	hip3
7242	7242	hip12
7242	7242	flj14000
7242	7242	ilweq
7243	7243	vps37b
7243	7243	flj12750
7244	7244	abcb9
7244	7244	est122234
7245	7245	ogfod2
7245	7245	flj13491
7245	7245	flj37501
7246	7246	arl6ip4
7246	7246	sr-25
7246	7246	srp25
7246	7246	sfrs20
7246	7246	srrp37
7247	7247	pitpnm2
7247	7247	rdgba2
7247	7247	rdgb2
7247	7247	nir3
7248	7248	mi0015832
7249	7249	loc100507091
7250	7250	mphosph9
7250	7250	mpp9
7251	7251	mtrfr
7251	7251	c12orf65
7251	7251	flj38663
7251	7251	spg55
7251	7251	coxpd7
7251	7251	mtrf-r
7252	7252	cdk2ap1
7252	7252	dorc1
7252	7252	doc-1
7252	7252	doc1
7252	7252	st19
7252	7252	p12doc-1
7253	7253	sbno1
7253	7253	mop3
7253	7253	flj10701
7253	7253	flj10833
7253	7253	sno
7254	7254	mi0025908
7255	7255	kmt5a
7255	7255	setd8
7255	7255	set8
7255	7255	set07
7255	7255	pr-set7
7256	7256	rilpl2
7256	7256	mgc7036
7256	7256	flj30380
7256	7256	flj32372
7257	7257	snrnp35
7257	7257	u1snrnpbp
7258	7258	rilpl1
7258	7258	flj39378
7259	7259	mi0016412
7260	7260	tmed2
7260	7260	rnp24
7260	7260	p24a
7260	7260	p24beta1
7260	7260	p24b1
7261	7261	ddx55
7261	7261	kiaa1595
7262	7262	eif2b1
7262	7262	eif2b
7262	7262	eif-2balpha
7262	7262	eif-2b
7262	7262	eif2ba
7262	7262	eif2balpha
7263	7263	gtf2h3
7263	7263	btf2
7263	7263	tfiih
7263	7263	p34
7264	7264	tctn2
7264	7264	c12orf38
7264	7264	flj12975
7264	7264	tect2
7264	7264	mks8
7264	7264	jbts24
7265	7265	atp6v0a2
7265	7265	tj6
7265	7265	a2
7265	7265	tj6s
7265	7265	tj6m
7265	7265	atp6a2
7265	7265	j6b7
7265	7265	atp6n1d
7265	7265	vph1
7265	7265	stv1
7265	7265	a2v
7265	7265	rtf
7266	7266	dnah10
7266	7266	flj43808
7267	7267	ccdc92
7267	7267	flj22471
7268	7268	znf664
7268	7268	znf176
7268	7268	zfoc1
7268	7268	dkfzp761b128
7269	7269	znf664-fam101a
7270	7270	rflna
7270	7270	fam101a
7270	7270	flj44614
7270	7270	cfm2
7270	7270	refilina
7271	7271	ncor2
7271	7271	smrt
7271	7271	smrte
7271	7271	trac-1
7271	7271	ctg26
7271	7271	tnrc14
7272	7272	mi0022727
7273	7273	bc017209
7274	7274	scarb1
7274	7274	cd36l1
7274	7274	srb1
7274	7274	cla-1
7274	7274	cla1
7274	7274	sr-bi
7275	7275	jb074994
7276	7276	ubc
7277	7277	mi0018167
7278	7278	trna_ala_9
7279	7279	trna_phe_3
7280	7280	ax721264
7281	7281	dhx37
7281	7281	ddx37
7281	7281	kiaa1517
7281	7281	mgc4322
7281	7281	mgc2695
7281	7281	dhr1
7282	7282	bri3bp
7282	7282	bnas1
7282	7282	kg19
7282	7282	hccr-2
7282	7282	hccrbp-3
7283	7283	dl490908
7284	7284	aacs
7284	7284	flj12389
7284	7284	sur-5
7284	7284	acsf1
7285	7285	tmem132b
7285	7285	kiaa1906
7285	7285	kiaa1786
7286	7286	ak094786
7287	7287	linc00939
7288	7288	loc100128554
7289	7289	linc00944
7289	7289	dmdrmr
7290	7290	linc00943
7291	7291	loc440117
7292	7292	bc032874
7293	7293	linc02393
7293	7293	flj37505
7294	7294	linc00507
7295	7295	mi0016861
7296	7296	tmem132c
7296	7296	dkfzp761o2018
7296	7296	ppp1r152
7297	7297	mi0016002
7298	7298	slc15a4
7298	7298	pht1
7298	7298	ptr4
7299	7299	ak001057
7300	7300	glt1d1
7300	7300	flj31978
7301	7301	tmem132d
7301	7301	kiaa1944
7301	7301	molt
7301	7301	ppp1r153
7302	7302	bc060326
7303	7303	bc073948
7304	7304	bc035922
7305	7305	bc061923
7306	7306	trna_pseudo_49
7307	7307	loc100190940
7308	7308	fzd10-as1
7308	7308	fzd10-dt
7308	7308	flj31485
7309	7309	fzd10
7309	7309	cd350
7310	7310	piwil1
7310	7310	piwi
7310	7310	hiwi
7310	7310	ct80.1
7311	7311	rimbp2
7311	7311	kiaa0318
7311	7311	rbp2
7311	7311	mgc15831
7311	7311	rim-bp2
7311	7311	ppp1r133
7312	7312	stx2
7312	7312	stx2b
7312	7312	stx2c
7312	7312	stx2a
7312	7312	epim
7312	7312	epm
7313	7313	ran
7313	7313	ara24
7313	7313	tc4
7313	7313	gsp1
7314	7314	adgrd1
7314	7314	gpr133
7314	7314	dkfzp434b1272
7314	7314	pgr25
7315	7315	ax748157
7316	7316	loc116437
7317	7317	bc042649
7318	7318	loc338797
7319	7319	sfswap
7319	7319	sfrs8
7319	7319	swap
7320	7320	mmp17
7320	7320	mt4-mmp
7321	7321	ulk1
7321	7321	atg1
7321	7321	atg1a
7322	7322	pus1
7322	7322	mlasa1
7323	7323	ep400
7323	7323	tnrc12
7323	7323	cagh32
7323	7323	kiaa1498
7323	7323	p400
7323	7323	kiaa1818
7323	7323	dkfzp434i225
7324	7324	snora49
7324	7324	aca49
7325	7325	ep400p1
7325	7325	ep400nl
7325	7325	flj33915
7326	7326	ddx51
7327	7327	noc4l
7327	7327	mgc3162
7327	7327	net49
7327	7327	utp19
7327	7327	noc4
7328	7328	galnt9
7328	7328	galnac-t9
7329	7329	ax747752
7330	7330	loc100130238
7331	7331	fbrsl1
7331	7331	kiaa1545
7332	7332	ak096230
7333	7333	mi0022608
7334	7334	lrcol1
7335	7335	p2rx2
7335	7335	dfna41
7335	7335	p2x2
7336	7336	pole
7336	7336	pole1
7337	7337	pxmp2
7337	7337	pmp22
7337	7337	mpv17l3
7338	7338	pgam5
7338	7338	mgc5352
7338	7338	bxlbv68
7339	7339	ankle2
7339	7339	kiaa0692
7339	7339	lemd7
7339	7339	lem4
7340	7340	golga3
7340	7340	golgin-160
7340	7340	gcp170
7340	7340	mea-2
7341	7341	chfr
7341	7341	flj10796
7341	7341	rnf196
7342	7342	ak055957
7343	7343	znf605
7344	7344	znf26
7344	7344	kox20
7344	7344	flj20755
7345	7345	bc033344
7346	7346	znf84
7346	7346	hpf2
7347	7347	znf140
7347	7347	phz-39
7348	7348	znf891
7349	7349	znf10
7349	7349	kox1
7350	7350	znf268
7350	7350	hzf3
7351	7351	anhx
7352	7352	linc00417
7353	7353	dq586768_8
7354	7354	dq579288_3
7355	7355	dq587539_8
7356	7356	ankrd20a9p
7357	7357	bc035261
7358	7358	dq572285
7359	7359	linc00442
7360	7360	rnu6-52p
7360	7360	rnu6-52
7361	7361	tuba3c
7361	7361	tuba2
7361	7361	ba408e5.3
7362	7362	ankrd26p3
7362	7362	linc00414
7363	7363	linc00421
7364	7364	tpte2
7364	7364	tpip
7365	7365	mphosph8
7365	7365	mpp8
7365	7365	hsmpp8
7366	7366	pspc1
7366	7366	psp1
7366	7366	flj10955
7367	7367	zmym5
7367	7367	znf237
7367	7367	znf198l1
7367	7367	mym
7368	7368	zmym2
7368	7368	znf198
7368	7368	ramp
7368	7368	fim
7368	7368	mym
7369	7369	bc044596
7370	7370	gja3
7370	7370	czp3
7370	7370	cx46
7371	7371	gjb2
7371	7371	dfnb1
7371	7371	dfna3
7371	7371	cx26
7371	7371	nsrd1
7372	7372	gjb6
7372	7372	dfna3
7372	7372	ed2
7372	7372	edh
7372	7372	hed
7372	7372	cx30
7373	7373	cryl1
7373	7373	gdh
7373	7373	lambda-cry
7373	7373	mgc149525
7373	7373	mgc149526
7374	7374	mi0016862
7375	7375	ift88
7375	7375	ttc10
7375	7375	htg737
7375	7375	tg737
7375	7375	d13s1056e
7375	7375	mgc26259
7376	7376	il17d
7376	7376	il-27
7376	7376	il-17d
7376	7376	il27
7376	7376	flj30846
7377	7377	ak055408
7378	7378	eef1akmt1
7378	7378	n6amt2
7379	7379	xpo4
7379	7379	flj13046
7379	7379	kiaa1721
7380	7380	lats2
7381	7381	sap18
7381	7381	sap18p
7381	7381	2hor0202
7381	7381	mgc27131
7382	7382	ska3
7382	7382	c13orf3
7382	7382	mgc4832
7382	7382	rama1
7383	7383	mrpl57
7383	7383	mrp63
7384	7384	mipepp3
7385	7385	zdhhc20
7385	7385	flj25952
7385	7385	dhhc20
7386	7386	micu2
7386	7386	efha1
7387	7387	fgf9
7388	7388	metazoa_srp_60
7389	7389	linc00424
7390	7390	ak054845
7391	7391	bc035104
7392	7392	bc048997
7393	7393	basp1p1
7394	7394	sgcg
7394	7394	dmda1
7394	7394	mam
7394	7394	lgmd2c
7394	7394	scarmd2
7394	7394	daga4
7394	7394	scg3
7394	7394	dmda
7394	7394	type
7394	7394	a4
7394	7394	mgc130048
7395	7395	sacs
7395	7395	arsacs
7395	7395	kiaa0730
7395	7395	dkfzp686b15167
7395	7395	dnajc29
7395	7395	spax6
7395	7395	ppp1r138
7396	7396	sacs-as1
7397	7397	linc00327
7397	7397	ncrna00327
7398	7398	tnfrsf19
7398	7398	taj-alpha
7398	7398	troy
7398	7398	taj
7398	7398	trade
7399	7399	mipep
7399	7399	mip
7400	7400	pcoth
7400	7400	c1qtnf9b-as1
7401	7401	c1qtnf9b
7401	7401	ctrp9b
7402	7402	ankrd20a19p
7403	7403	bc043582
7404	7404	spata13
7404	7404	flj31208
7404	7404	arhgef29
7404	7404	asef2
7405	7405	mi0011282
7406	7406	spata13-as1
7407	7407	c1qtnf9
7407	7407	mgc48915
7407	7407	ctrp9
7407	7407	c1qtnf9a
7407	7407	aql1
7408	7408	bc038727
7409	7409	parp4
7409	7409	adprtl1
7409	7409	vault3
7409	7409	p193
7409	7409	vparp
7409	7409	vwa5c
7409	7409	artd4
7410	7410	tpte2p6
7411	7411	atp12a
7411	7411	atp1al1
7411	7411	hk
7411	7411	h-k-atpase
7412	7412	rnf17
7412	7412	tdrd4
7412	7412	mmip-2
7412	7412	spata23
7412	7412	flj11045
7413	7413	cenpj
7413	7413	mcph6
7413	7413	cpap
7413	7413	bm032
7413	7413	lap
7413	7413	lip1
7413	7413	sas-4
7413	7413	sass4
7413	7413	sckl4
7414	7414	ak054988
7415	7415	tpte2p1
7416	7416	pabpc3
7416	7416	pabpl3
7416	7416	pabp3
7416	7416	tpabp
7417	7417	amer2
7417	7417	fam123a
7417	7417	flj25477
7418	7418	bc022569
7419	7419	mtmr6
7420	7420	nup58
7420	7420	nupl1
7420	7420	kiaa0410
7420	7420	nup45
7421	7421	atp8a2
7421	7421	atpib
7421	7421	ml-1
7422	7422	shisa2
7422	7422	c13orf13
7422	7422	tmem46
7422	7422	ba398o19.2
7422	7422	pro28631
7422	7422	wgar9166
7422	7422	hshisa
7423	7423	rnf6
7423	7423	dkfzp686p0776
7424	7424	cdk8
7424	7424	k35
7425	7425	bc047364
7426	7426	wasf3
7426	7426	wave3
7426	7426	scar3
7426	7426	kiaa0900
7427	7427	gpr12
7427	7427	gpcr21
7427	7427	ppp1r84
7428	7428	usp12p1
7428	7428	ubh1
7428	7428	usp12
7429	7429	rpl21
7429	7429	l21
7429	7429	flj27458
7429	7429	mgc71252
7429	7429	mgc104274
7429	7429	mgc104275
7429	7429	dkfzp686c06101
7430	7430	snord102
7430	7430	rnu102
7430	7430	u102
7431	7431	snora27
7431	7431	aca27
7432	7432	rasl11a
7433	7433	gtf3a
7433	7433	tfiiia
7433	7433	ap2
7434	7434	mtif3
7434	7434	if-3mt
7434	7434	if3(mt)
7435	7435	lnx2
7435	7435	pdzrn1
7435	7435	mgc46315
7436	7436	polr1d
7436	7436	rpac2
7436	7436	rpa16
7436	7436	rpo1-3
7436	7436	rpa9
7436	7436	mgc9850
