,GeneIndex,Name,Log2FoldChange,AdjustedPValue
0,0,DDX11L1,0.0,1.0
1,1,WASH7P,0.0,1.0
2,2,MI0022705,0.0,1.0
3,3,MI0006363,0.0,1.0
4,4,FAM138F,0.0,1.0
5,5,OR4F5,0.0,1.0
6,6,LOC729737,0.0,1.0
7,7,DQ597235,0.0,1.0
8,8,DQ599768,0.0,1.0
9,9,LOC100133331,0.0,1.0
10,10,LOC100132062,0.0,1.0
11,11,LOC388312,0.0,1.0
12,12,OR4F29,0.0,1.0
13,13,BC036251,0.0,1.0
14,14,JA429830,0.0,1.0
15,15,JA429831,0.0,1.0
16,16,JB137814,0.0,1.0
17,17,MI0022558,0.0,1.0
18,18,M37726,0.0,1.0
19,19,DQ575786,0.0,1.0
20,20,DQ599872,0.0,1.0
21,21,AK310751,0.0,1.0
22,22,LOC100288069,0.0,1.0
23,23,LINC00115,0.0,1.0
24,24,LOC643837,0.0,1.0
25,25,FAM41C,0.0,1.0
26,26,AK056486,0.0,1.0
27,27,LOC100130417,0.0,1.0
28,28,SAMD11,0.0,1.0
29,29,NOC2L,0.0,1.0
30,30,KLHL17,0.0,1.0
31,31,PLEKHN1,0.0,1.0
32,32,C1orf170,0.0,1.0
33,33,HES4,0.0,1.0
34,34,ISG15,0.0,1.0
35,35,AGRN,0.0,1.0
36,36,AK310350,0.0,1.0
37,37,BC033949,0.0,1.0
38,38,RNF223,1.04893509119139,0.010689636054838
39,39,C1orf159,0.0,1.0
40,40,LOC254099,0.0,1.0
41,41,MI0000342,0.0,1.0
42,42,MI0000737,0.0,1.0
43,43,JA715134,0.0,1.0
44,44,MI0001641,0.0,1.0
45,45,JA715143,0.0,1.0
46,46,AK128833,0.0,1.0
47,47,TTLL10,0.0,1.0
48,48,TNFRSF18,1.49979294043685,0.000186785388324
49,49,TNFRSF4,0.0,1.0
50,50,SDF4,0.0,1.0
51,51,B3GALT6,0.0,1.0
52,52,FAM132A,0.0,1.0
53,53,UBE2J2,0.0,1.0
54,54,SCNN1D,0.0,1.0
55,55,ACAP3,0.0,1.0
56,56,MI0022571,0.0,1.0
57,57,PUSL1,0.0,1.0
58,58,CPSF3L,0.0,1.0
59,59,MI0022572,0.0,1.0
60,60,GLTPD1,0.0,1.0
61,61,TAS1R3,0.0,1.0
62,62,DVL1,0.0,1.0
63,63,MI0022653,0.0,1.0
64,64,MXRA8,1.2428099949199,1.08e-12
65,65,AURKAIP1,0.0,1.0
66,66,CCNL2,0.0,1.0
67,67,LOC148413,0.0,1.0
68,68,MRPL20,0.0,1.0
69,69,ANKRD65,0.0,1.0
70,70,TMEM88B,0.0,1.0
71,71,VWA1,0.0,1.0
72,72,ATAD3C,0.0,1.0
73,73,ATAD3B,0.0,1.0
74,74,ATAD3A,0.0,1.0
75,75,AX747755,0.0,1.0
76,76,TMEM240,0.0,1.0
77,77,SSU72,0.0,1.0
78,78,HP08716,0.0,1.0
79,79,C1orf233,0.0,1.0
80,80,AK094692,0.0,1.0
81,81,MIB2,0.0,1.0
82,82,MMP23B,0.0,1.0
83,83,CDK11B,0.0,1.0
84,84,CDC2L1,0.0,1.0
85,85,SLC35E2B,0.0,1.0
86,86,MMP23A,0.0,1.0
87,87,CDK11A,0.0,1.0
88,88,AK097814,0.0,1.0
89,89,SLC35E2,0.0,1.0
90,90,NADK,0.0,1.0
91,91,GNB1,0.0,1.0
92,92,CALML6,0.0,1.0
93,93,TMEM52,0.0,1.0
94,94,C1orf222,0.0,1.0
95,95,KIAA1751,0.0,1.0
96,96,AK054708,0.0,1.0
97,97,GABRD,0.0,1.0
98,98,PRKCZ,0.0,1.0
99,99,AX747530,0.0,1.0
100,100,C1orf86,0.0,1.0
101,101,BC018779,0.0,1.0
102,102,SKI,0.0,1.0
103,103,MORN1,0.0,1.0
104,104,LOC100129534,0.0,1.0
105,105,RER1,0.0,1.0
106,106,PEX10,0.0,1.0
107,107,PLCH2,0.0,1.0
108,108,PANK4,0.0,1.0
109,109,HES5,0.0,1.0
110,110,LOC115110,0.0,1.0
111,111,LOC100133445,0.0,1.0
112,112,TNFRSF14,0.0,1.0
113,113,FAM213B,0.0,1.0
114,114,MMEL1,0.0,1.0
115,115,TTC34,0.0,1.0
116,116,ACTRT2,0.0,1.0
117,117,FLJ42875,0.0,1.0
118,118,PRDM16,-1.0167802053571,4.35e-07
119,119,MI0015861,0.0,1.0
120,120,ARHGEF16,0.0,1.0
121,121,MEGF6,0.0,1.0
122,122,MI0003556,0.0,1.0
123,123,TPRG1L,0.0,1.0
124,124,WRAP73,0.0,1.0
125,125,TP73,1.86061379379512,1.46e-06
126,126,TP73-AS1,0.0,1.0
127,127,CCDC27,0.0,1.0
128,128,SMIM1,0.0,1.0
129,129,LRRC47,0.0,1.0
130,130,CEP104,0.0,1.0
131,131,DFFB,0.0,1.0
132,132,C1orf174,0.0,1.0
133,133,LOC100133612,0.0,1.0
134,134,LOC728716,0.0,1.0
135,135,LOC284661,0.0,1.0
136,136,AJAP1,0.0,1.0
137,137,BC037321,0.0,1.0
138,138,AK125078,0.0,1.0
139,139,MI0016753,0.0,1.0
140,140,MI0017322,0.0,1.0
141,141,NPHP4,0.0,1.0
142,142,KCNAB2,0.0,1.0
143,143,CHD5,0.0,1.0
144,144,RPL22,0.0,1.0
145,145,RNF207,0.0,1.0
146,146,ICMT,0.0,1.0
147,147,C1orf211,0.0,1.0
148,148,HES3,0.0,1.0
149,149,GPR153,0.0,1.0
150,150,ACOT7,0.0,1.0
151,151,HES2,0.0,1.0
152,152,ESPN,0.0,1.0
153,153,MI0015864,0.0,1.0
154,154,TNFRSF25,0.0,1.0
155,155,PLEKHG5,0.0,1.0
156,156,NOL9,0.0,1.0
157,157,TAS1R1,0.0,1.0
158,158,ZBTB48,0.0,1.0
159,159,KLHL21,0.0,1.0
160,160,PHF13,0.0,1.0
161,161,THAP3,0.0,1.0
162,162,DNAJC11,0.0,1.0
163,163,CAMTA1,0.0,1.0
164,164,VAMP3,0.0,1.0
165,165,PER3,0.0,1.0
166,166,UTS2,0.0,1.0
167,167,TNFRSF9,0.0,1.0
168,168,TRNA_Pseudo,0.0,1.0
169,169,PARK7,0.0,1.0
170,170,AX747125,0.0,1.0
171,171,ERRFI1,0.0,1.0
172,172,SLC45A1,0.0,1.0
173,173,RERE,0.0,1.0
174,174,BC113958,0.0,1.0
175,175,ENO1,0.0,1.0
176,176,MI0022573,0.0,1.0
177,177,ENO1-AS1,0.0,1.0
178,178,CA6,0.0,1.0
179,179,SLC2A7,0.0,1.0
180,180,SLC2A5,0.0,1.0
181,181,GPR157,0.0,1.0
182,182,MI0000268,0.0,1.0
183,183,H6PD,0.0,1.0
184,184,SPSB1,0.0,1.0
185,185,5S_rRNA,0.0,1.0
186,186,SLC25A33,0.0,1.0
187,187,TMEM201,0.0,1.0
188,188,PIK3CD,0.0,1.0
189,189,C1orf200,0.0,1.0
190,190,BC038541,0.0,1.0
191,191,CLSTN1,0.0,1.0
192,192,CTNNBIP1,0.0,1.0
193,193,LZIC,0.0,1.0
194,194,NMNAT1,0.0,1.0
195,195,MI0019304,0.0,1.0
196,196,RBP7,0.0,1.0
197,197,UBE4B,0.0,1.0
198,198,KIF1B,0.0,1.0
199,199,MI0014254,0.0,1.0
200,200,PGD,1.11982885477783,7.46e-22
201,201,APITD1,0.0,1.0
202,202,APITD1-CORT,0.0,1.0
203,203,CORT,0.0,1.0
204,204,DFFA,0.0,1.0
205,205,PEX14,0.0,1.0
206,206,CASZ1,0.0,1.0
207,207,C1orf127,0.0,1.0
208,208,TARDBP,0.0,1.0
209,209,MASP2,0.0,1.0
210,210,SRM,0.0,1.0
211,211,EXOSC10,0.0,1.0
212,212,MTOR,0.0,1.0
213,213,MTOR-AS1,0.0,1.0
214,214,ANGPTL7,0.0,1.0
215,215,UBIAD1,0.0,1.0
216,216,PTCHD2,0.0,1.0
217,217,FBXO2,0.0,1.0
218,218,FBXO44,0.0,1.0
219,219,FBXO6,0.0,1.0
220,220,MAD2L2,0.0,1.0
221,221,DRAXIN,0.0,1.0
222,222,AK125437,0.0,1.0
223,223,AGTRAP,0.0,1.0
224,224,C1orf167,0.0,1.0
225,225,MTHFR,0.0,1.0
226,226,CLCN6,0.0,1.0
227,227,NPPA-AS1,0.0,1.0
228,228,NPPA,0.0,1.0
229,229,NPPB,0.0,1.0
230,230,KIAA2013,0.0,1.0
231,231,PLOD1,0.0,1.0
232,232,MFN2,0.0,1.0
233,233,MIIP,0.0,1.0
234,234,MI0022574,0.0,1.0
235,235,TNFRSF8,0.0,1.0
236,236,MI0025516,0.0,1.0
237,237,TNFRSF1B,0.0,1.0
238,238,MI0017259,0.0,1.0
239,239,VPS13D,0.0,1.0
240,240,SNORA59B,0.0,1.0
241,241,DHRS3,0.0,1.0
242,242,MI0022575,0.0,1.0
243,243,AADACL4,0.0,1.0
244,244,AADACL3,0.0,1.0
245,245,C1orf158,0.0,1.0
246,246,PRAMEF12,0.0,1.0
247,247,PRAMEF1,0.0,1.0
248,248,PRAMEF11,0.0,1.0
249,249,LOC649330,0.0,1.0
250,250,HNRNPCL1,0.0,1.0
251,251,PRAMEF2,0.0,1.0
252,252,PRAMEF4,0.0,1.0
253,253,PRAMEF10,0.0,1.0
254,254,PRAMEF8,0.0,1.0
255,255,PRAMEF6,0.0,1.0
256,256,PRAMEF5,0.0,1.0
257,257,PRAMEF22,0.0,1.0
258,258,LOC440563,0.0,1.0
259,259,PRAMEF3,0.0,1.0
260,260,PRAMEF9,0.0,1.0
261,261,PRAMEF13,0.0,1.0
262,262,PRAMEF19,0.0,1.0
263,263,PRAMEF16,0.0,1.0
264,264,PRAMEF20,0.0,1.0
265,265,PRAMEF17,0.0,1.0
266,266,LRRC38,0.0,1.0
267,267,PDPN,1.4395768469519,1.64e-11
268,268,PRDM2,0.0,1.0
269,269,AK124197,0.0,1.0
270,270,KAZN,0.0,1.0
271,271,TMEM51-AS1,0.0,1.0
272,272,TMEM51,0.0,1.0
273,273,FHAD1,0.0,1.0
274,274,AK055853,0.0,1.0
275,275,EFHD2,0.0,1.0
276,276,CTRC,0.0,1.0
277,277,CELA2A,0.0,1.0
278,278,CELA2B,0.0,1.0
279,279,CASP9,0.0,1.0
280,280,DNAJC16,0.0,1.0
281,281,AGMAT,1.95800641019975,4.91e-07
282,282,DDI2,0.0,1.0
283,283,RSC1A1,0.0,1.0
284,284,DQ573015,0.0,1.0
285,285,PLEKHM2,0.0,1.0
286,286,SLC25A34,-1.40365496644193,3.27e-05
287,287,TMEM82,0.0,1.0
288,288,FBLIM1,0.0,1.0
289,289,UQCRHL,0.0,1.0
290,290,FLJ37453,0.0,1.0
291,291,SPEN,0.0,1.0
292,292,ZBTB17,0.0,1.0
293,293,DQ576383,0.0,1.0
294,294,C1orf64,0.0,1.0
295,295,HSPB7,0.0,1.0
296,296,CLCNKA,0.0,1.0
297,297,CLCNKB,0.0,1.0
298,298,FAM131C,-2.55165248985364,2.18e-13
299,299,EPHA2,0.0,1.0
300,300,ARHGEF19,0.0,1.0
301,301,RSG1,0.0,1.0
302,302,FBXO42,0.0,1.0
303,303,SZRD1,0.0,1.0
304,304,AL832937,0.0,1.0
305,305,SPATA21,0.0,1.0
306,306,NECAP2,0.0,1.0
307,307,CROCCP3,0.0,1.0
308,308,TRNA_Asn,0.0,1.0
309,309,BC036435,0.0,1.0
310,310,AX747988,0.0,1.0
311,311,TRNA_Gly,0.0,1.0
312,312,TRNA_Pseudo_2,0.0,1.0
313,313,NBPF1,0.0,1.0
314,314,CROCCP2,0.0,1.0
315,315,BC015342,0.0,1.0
316,316,FLJ00313,0.0,1.0
317,317,MST1P2,0.0,1.0
318,318,TRNA_Val,0.0,1.0
319,319,ESPNP,0.0,1.0
320,320,CROCC,0.0,1.0
321,321,MST1L,0.0,1.0
322,322,MI0016076,0.0,1.0
323,323,AK125737,0.0,1.0
324,324,BC070363,0.0,1.0
325,325,DL489931,0.0,1.0
326,326,MFAP2,1.12786536875461,2.6e-05
327,327,ATP13A2,0.0,1.0
328,328,SDHB,0.0,1.0
329,329,PADI2,0.0,1.0
330,330,PADI1,-1.0641201543462,0.011446256986825
331,331,PADI3,0.0,1.0
332,332,MI0016990,0.0,1.0
333,333,PADI4,0.0,1.0
334,334,PADI6,0.0,1.0
335,335,RCC2,0.0,1.0
336,336,ARHGEF10L,0.0,1.0
337,337,ACTL8,0.0,1.0
338,338,IGSF21,0.0,1.0
339,339,AX747631,0.0,1.0
340,340,KLHDC7A,1.69673598905565,1.21e-05
341,341,PAX7,-1.37717487233086,5.71e-11
342,342,TAS1R2,0.0,1.0
343,343,ALDH4A1,0.0,1.0
344,344,MI0017328,0.0,1.0
345,345,MI0006352,0.0,1.0
346,346,IFFO2,0.0,1.0
347,347,AX747516,0.0,1.0
348,348,UBR4,0.0,1.0
349,349,EMC1,0.0,1.0
350,350,MRTO4,0.0,1.0
351,351,AKR7L,0.0,1.0
352,352,AKR7A3,0.0,1.0
353,353,LOC100506730,0.0,1.0
354,354,AKR7A2,0.0,1.0
355,355,PQLC2,0.0,1.0
356,356,CAPZB,0.0,1.0
357,357,AX748283,0.0,1.0
358,358,Metazoa_SRP,0.0,1.0
359,359,MINOS1,0.0,1.0
360,360,MINOS1-NBL1,0.0,1.0
361,361,RPS14P3,0.0,1.0
362,362,NBL1,0.0,1.0
363,363,HTR6,0.0,1.0
364,364,TMCO4,0.0,1.0
365,365,RNF186,0.0,1.0
366,366,OTUD3,0.0,1.0
367,367,PLA2G2E,0.0,1.0
368,368,PLA2G2A,0.0,1.0
369,369,PLA2G5,-1.3655203899096,0.000863407052797
370,370,PLA2G2D,0.0,1.0
371,371,PLA2G2F,0.0,1.0
372,372,PLA2G2C,0.0,1.0
373,373,UBXN10,0.0,1.0
374,374,VWA5B1,0.0,1.0
375,375,LOC339505,0.0,1.0
376,376,CAMK2N1,0.0,1.0
377,377,MUL1,0.0,1.0
378,378,FAM43B,0.0,1.0
379,379,CDA,0.0,1.0
380,380,PINK1,0.0,1.0
381,381,MI0020361,0.0,1.0
382,382,DDOST,0.0,1.0
383,383,KIF17,0.0,1.0
384,384,SH2D5,0.0,1.0
385,385,HP1BP3,0.0,1.0
386,386,EIF4G3,0.0,1.0
387,387,MI0006390,0.0,1.0
388,388,ECE1,0.0,1.0
389,389,AX747766,0.0,1.0
390,390,LOC100506801,0.0,1.0
391,391,AK098438,0.0,1.0
392,392,BC127868,0.0,1.0
393,393,NBPF3,0.0,1.0
394,394,ALPL,-2.17198505423471,8.75e-26
395,395,RAP1GAP,0.0,1.0
396,396,USP48,0.0,1.0
397,397,LDLRAD2,0.0,1.0
398,398,HSPG2,0.0,1.0
399,399,CELA3B,0.0,1.0
400,400,CELA3A,0.0,1.0
401,401,LINC00339,0.0,1.0
402,402,CDC42,0.0,1.0
403,403,WNT4,0.0,1.0
404,404,MI0016754,0.0,1.0
405,405,ZBTB40,0.0,1.0
406,406,EPHA8,0.0,1.0
407,407,MI0021271,0.0,1.0
408,408,C1QA,0.0,1.0
409,409,C1QC,0.0,1.0
410,410,C1QB,1.05580741485438,0.000150205257308
411,411,EPHB2,1.77880197806447,2.91e-08
412,412,MI0017316,0.0,1.0
413,413,MI0015860,0.0,1.0
414,414,AK025975,0.0,1.0
415,415,LOC729059,0.0,1.0
416,416,KDM1A,0.0,1.0
417,417,MI0014127,0.0,1.0
418,418,MI0016755,0.0,1.0
419,419,LUZP1,0.0,1.0
420,420,U6,0.0,1.0
421,421,HTR1D,0.0,1.0
422,422,HNRNPR,0.0,1.0
423,423,ZNF436,0.0,1.0
424,424,C1orf213,0.0,1.0
425,425,TCEA3,0.0,1.0
426,426,ASAP3,0.0,1.0
427,427,BC038455,0.0,1.0
428,428,E2F2,2.14935433437155,1.19e-18
429,429,AX748204,0.0,1.0
430,430,ID3,0.0,1.0
431,431,MDS2,0.0,1.0
432,432,RPL11,0.0,1.0
433,433,TCEB3,0.0,1.0
434,434,LOC100506963,0.0,1.0
435,435,PITHD1,0.0,1.0
436,436,LYPLA2,0.0,1.0
437,437,GALE,1.15155975892306,0.000669962723359
438,438,HMGCL,0.0,1.0
439,439,FUCA1,0.0,1.0
440,440,CNR2,0.0,1.0
441,441,MI0016756,0.0,1.0
442,442,PNRC2,0.0,1.0
443,443,AK054635,0.0,1.0
444,444,SRSF10,0.0,1.0
445,445,DQ588542,0.0,1.0
446,446,MYOM3,1.48243593559186,6.52e-09
447,447,IL22RA1,0.0,1.0
448,448,IFNLR1,0.0,1.0
449,449,LOC284632,0.0,1.0
450,450,DQ597487,0.0,1.0
451,451,DQ601330,0.0,1.0
452,452,GRHL3,1.67011079179625,1.22e-05
453,453,STPG1,0.0,1.0
454,454,NIPAL3,0.0,1.0
455,455,RCAN3AS,0.0,1.0
456,456,RCAN3,0.0,1.0
457,457,NCMAP,0.0,1.0
458,458,SRRM1,0.0,1.0
459,459,CLIC4,1.00290612470484,9.52e-13
460,460,Z24749,0.0,1.0
461,461,RUNX3,0.0,1.0
462,462,AX747207,0.0,1.0
463,463,MI0022576,0.0,1.0
464,464,MI0016764,0.0,1.0
465,465,SYF2,0.0,1.0
466,466,C1orf63,0.0,1.0
467,467,RHD,0.0,1.0
468,468,AX747205,0.0,1.0
469,469,TMEM50A,0.0,1.0
470,470,RHCE,0.0,1.0
471,471,TMEM57,0.0,1.0
472,472,LDLRAP1,0.0,1.0
473,473,MAN1C1,0.0,1.0
474,474,SEPN1,0.0,1.0
475,475,MTFR1L,0.0,1.0
476,476,LOC646471,0.0,1.0
477,477,AUNIP,0.0,1.0
478,478,PAQR7,0.0,1.0
479,479,STMN1,0.0,1.0
480,480,MI0016423,0.0,1.0
481,481,PAFAH2,0.0,1.0
482,482,EXTL1,0.0,1.0
483,483,SLC30A2,-1.58033250412438,7.44e-08
484,484,TRIM63,1.4127482067796,1.29e-11
485,485,PDIK1L,0.0,1.0
486,486,FAM110D,0.0,1.0
487,487,ZNF593,1.34047732115972,2.36e-20
488,488,CNKSR1,1.2190924150761,5.1e-19
489,489,CATSPER4,1.31123139123016,0.000103471423419
490,490,BC030768,0.0,1.0
491,491,CEP85,0.0,1.0
492,492,SH3BGRL3,0.0,1.0
493,493,UBXN11,0.0,1.0
494,494,CD52,1.84021810885516,6.05e-08
495,495,AIM1L,0.0,1.0
496,496,ZNF683,0.0,1.0
497,497,LIN28A,1.28110961891712,0.001614300800745
498,498,DHDDS,0.0,1.0
499,499,AL050085,0.0,1.0
500,500,HMGN2,0.0,1.0
501,501,RPS6KA1,0.0,1.0
502,502,MI0009986,0.0,1.0
503,503,ARID1A,0.0,1.0
504,504,PIGV,0.0,1.0
505,505,BC016143,0.0,1.0
506,506,ZDHHC18,1.12368771034601,3.36e-25
507,507,SFN,2.18866116376693,4.05e-13
508,508,GPN2,0.0,1.0
509,509,GPATCH3,0.0,1.0
510,510,NR0B2,0.0,1.0
511,511,NUDC,0.0,1.0
512,512,C1orf172,0.0,1.0
513,513,TRNP1,0.0,1.0
514,514,FAM46B,0.0,1.0
515,515,SLC9A1,0.0,1.0
516,516,DL490887,0.0,1.0
517,517,WDTC1,0.0,1.0
518,518,TMEM222,0.0,1.0
519,519,LOC644961,0.0,1.0
520,520,SYTL1,1.63602373293024,4.14e-05
521,521,MAP3K6,0.0,1.0
522,522,FCN3,0.0,1.0
523,523,CD164L2,0.0,1.0
524,524,GPR3,0.0,1.0
525,525,WASF2,0.0,1.0
526,526,AHDC1,0.0,1.0
527,527,FGR,0.0,1.0
528,528,IFI6,0.0,1.0
529,529,FAM76A,0.0,1.0
530,530,STX12,0.0,1.0
531,531,PPP1R8,0.0,1.0
532,532,SCARNA1,0.0,1.0
533,533,THEMIS2,0.0,1.0
534,534,RPA2,0.0,1.0
535,535,SMPDL3B,-2.08491084365924,4.02e-13
536,536,XKR8,0.0,1.0
537,537,EYA3,0.0,1.0
538,538,PTAFR,0.0,1.0
539,539,DNAJC8,0.0,1.0
540,540,ATPIF1,0.0,1.0
541,541,JA611241,0.0,1.0
542,542,SESN2,0.0,1.0
543,543,MED18,0.0,1.0
544,544,PHACTR4,0.0,1.0
545,545,SNHG3,0.0,1.0
546,546,RCC1,0.0,1.0
547,547,TRNAU1AP,0.0,1.0
548,548,SNHG12,0.0,1.0
549,549,SNORD99,0.0,1.0
550,550,SNORA61,0.0,1.0
551,551,SNORA44,0.0,1.0
552,552,SNORA16A,0.0,1.0
553,553,RAB42,0.0,1.0
554,554,TAF12,0.0,1.0
555,555,RNU11,0.0,1.0
556,556,GMEB1,0.0,1.0
557,557,SCARNA24,0.0,1.0
558,558,YTHDF2,0.0,1.0
559,559,OPRD1,0.0,1.0
560,560,EPB41,0.0,1.0
561,561,TMEM200B,0.0,1.0
562,562,SRSF4,0.0,1.0
563,563,MECR,0.0,1.0
564,564,PTPRU,0.0,1.0
565,565,BC042538,0.0,1.0
566,566,MATN1,0.0,1.0
567,567,MATN1-AS1,0.0,1.0
568,568,LAPTM5,1.39905771815958,1.68e-08
569,569,MI0016757,0.0,1.0
570,570,SDC3,-1.23355325049539,1.07e-11
571,571,PUM1,0.0,1.0
572,572,SNORD103A,0.0,1.0
573,573,SNORD85,0.0,1.0
574,574,NKAIN1,0.0,1.0
575,575,SNRNP40,0.0,1.0
576,576,ZCCHC17,0.0,1.0
577,577,FABP3,-1.18442095354625,1.36e-09
578,578,SERINC2,1.59429465293414,1.07e-22
579,579,LOC149086,0.0,1.0
580,580,LOC284551,0.0,1.0
581,581,TINAGL1,0.0,1.0
582,582,HCRTR1,0.0,1.0
583,583,PEF1,0.0,1.0
584,584,AX747565,0.0,1.0
585,585,COL16A1,0.0,1.0
586,586,BAI2,0.0,1.0
587,587,MI0015862,0.0,1.0
588,588,BC069257,0.0,1.0
589,589,SPOCD1,0.0,1.0
590,590,PTP4A2,0.0,1.0
591,591,KHDRBS1,0.0,1.0
592,592,TMEM39B,0.0,1.0
593,593,MI0019142,0.0,1.0
594,594,KPNA6,0.0,1.0
595,595,TXLNA,0.0,1.0
596,596,CCDC28B,0.0,1.0
597,597,IQCC,0.0,1.0
598,598,DCDC2B,0.0,1.0
599,599,TMEM234,0.0,1.0
600,600,EIF3I,0.0,1.0
601,601,MTMR9LP,0.0,1.0
602,602,FAM167B,0.0,1.0
603,603,LCK,1.01846844748966,0.014046672502908
604,604,HDAC1,0.0,1.0
605,605,MARCKSL1,1.14774477224883,0.000241702746014
606,606,FAM229A,0.0,1.0
607,607,TSSK3,0.0,1.0
608,608,BSDC1,0.0,1.0
609,609,ZBTB8B,0.0,1.0
610,610,ZBTB8A,0.0,1.0
611,611,ZBTB8OS,0.0,1.0
612,612,RBBP4,0.0,1.0
613,613,SYNC,1.1949391980643,1.05e-28
614,614,KIAA1522,1.55521523082841,3.66e-12
615,615,YARS,0.0,1.0
616,616,S100PBP,0.0,1.0
617,617,FNDC5,-2.41622541674232,1.0300000000000001e-47
618,618,HPCA,0.0,1.0
619,619,TMEM54,0.0,1.0
620,620,RNF19B,0.0,1.0
621,621,BC036308,0.0,1.0
622,622,AK2,0.0,1.0
623,623,ADC,0.0,1.0
624,624,AX747064,0.0,1.0
625,625,TRIM62,0.0,1.0
626,626,ZNF362,0.0,1.0
627,627,A3GALT2,0.0,1.0
628,628,PHC2,0.0,1.0
629,629,MI0015995,0.0,1.0
630,630,7SK,0.0,1.0
631,631,ZSCAN20,0.0,1.0
632,632,CSMD2,0.0,1.0
633,633,HMGB4,0.0,1.0
634,634,LOC402779,0.0,1.0
635,635,C1orf94,0.0,1.0
636,636,MI0003557,0.0,1.0
637,637,GJB5,0.0,1.0
638,638,GJB4,0.0,1.0
639,639,GJB3,0.0,1.0
640,640,GJA4,0.0,1.0
641,641,SMIM12,0.0,1.0
642,642,DLGAP3,0.0,1.0
643,643,LOC653160,0.0,1.0
644,644,ZMYM6NB,0.0,1.0
645,645,ZMYM6,0.0,1.0
646,646,ZMYM1,0.0,1.0
647,647,AL831889,0.0,1.0
648,648,BX537811,0.0,1.0
649,649,SFPQ,0.0,1.0
650,650,ZMYM4,0.0,1.0
651,651,AF119915,0.0,1.0
652,652,KIAA0319L,0.0,1.0
653,653,NCDN,0.0,1.0
654,654,PSMB2,0.0,1.0
655,655,TFAP2E,0.0,1.0
656,656,C1orf216,0.0,1.0
657,657,CLSPN,0.0,1.0
658,658,AGO4,0.0,1.0
659,659,AGO1,0.0,1.0
660,660,AK025726,0.0,1.0
661,661,AGO3,0.0,1.0
662,662,TEKT2,0.0,1.0
663,663,ADPRHL2,0.0,1.0
664,664,COL8A2,0.0,1.0
665,665,TRAPPC3,0.0,1.0
666,666,MAP7D1,0.0,1.0
667,667,THRAP3,0.0,1.0
668,668,SH3D21,0.0,1.0
669,669,EVA1B,0.0,1.0
670,670,STK40,0.0,1.0
671,671,LSM10,0.0,1.0
672,672,OSCP1,0.0,1.0
673,673,MRPS15,0.0,1.0
674,674,CSF3R,0.0,1.0
675,675,GRIK3,0.0,1.0
676,676,MI0015863,0.0,1.0
677,677,LOC728431,0.0,1.0
678,678,ZC3H12A,0.0,1.0
679,679,MI0022577,0.0,1.0
680,680,MEAF6,0.0,1.0
681,681,MI0019136,0.0,1.0
682,682,SNIP1,0.0,1.0
683,683,DNALI1,0.0,1.0
684,684,GNL2,0.0,1.0
685,685,RSPO1,0.0,1.0
686,686,C1orf109,0.0,1.0
687,687,AX747480,0.0,1.0
688,688,CDCA8,0.0,1.0
689,689,EPHA10,0.0,1.0
690,690,MANEAL,0.0,1.0
691,691,YRDC,0.0,1.0
692,692,C1orf122,0.0,1.0
693,693,MTF1,0.0,1.0
694,694,INPP5B,0.0,1.0
695,695,SNORA63,0.0,1.0
696,696,SF3A3,0.0,1.0
697,697,FHL3,0.0,1.0
698,698,UTP11L,0.0,1.0
699,699,POU3F1,0.0,1.0
700,700,MI0016060,0.0,1.0
701,701,LOC339442,0.0,1.0
702,702,RRAGC,0.0,1.0
703,703,MYCBP,0.0,1.0
704,704,GJA9-MYCBP,0.0,1.0
705,705,GJA9,0.0,1.0
706,706,RHBDL2,2.03496078488022,1.32e-07
707,707,AKIRIN1,0.0,1.0
708,708,NDUFS5,0.0,1.0
709,709,MACF1,0.0,1.0
710,710,5S_rRNA_2,0.0,1.0
711,711,KIAA0754,0.0,1.0
712,712,BMP8A,-1.10367880844499,0.008621051658937
713,713,TRNA_Pseudo_3,0.0,1.0
714,714,PPIEL,0.0,1.0
715,715,PABPC4,0.0,1.0
716,716,SNORA55,0.0,1.0
717,717,HEYL,-1.15481418519426,7.84e-07
718,718,NT5C1A,-2.04901927368302,2.28e-17
719,719,HPCAL4,0.0,1.0
720,720,PPIE,0.0,1.0
721,721,AB075489,0.0,1.0
722,722,BMP8B,0.0,1.0
723,723,OXCT2,0.0,1.0
724,724,TRIT1,0.0,1.0
725,725,AK304759,0.0,1.0
726,726,MYCL1,0.0,1.0
727,727,MFSD2A,0.0,1.0
728,728,BC069694,0.0,1.0
729,729,CAP1,0.0,1.0
730,730,PPT1,0.0,1.0
731,731,RLF,0.0,1.0
732,732,TMCO2,0.0,1.0
733,733,ZMPSTE24,0.0,1.0
734,734,COL9A2,0.0,1.0
735,735,SMAP2,0.0,1.0
736,736,ZFP69B,0.0,1.0
737,737,ZFP69,0.0,1.0
738,738,EXO5,0.0,1.0
739,739,ZNF684,0.0,1.0
740,740,RIMS3,0.0,1.0
741,741,LOC100130557,0.0,1.0
742,742,NFYC,0.0,1.0
743,743,MI0000749,0.0,1.0
744,744,MI0000736,0.0,1.0
745,745,KCNQ4,0.0,1.0
746,746,CITED4,0.0,1.0
747,747,CTPS1,0.0,1.0
748,748,SLFNL1-AS1,0.0,1.0
749,749,SLFNL1,0.0,1.0
750,750,SCMH1,0.0,1.0
